review_id,listing_id,date,reviewer_name,comments,listing_name,neighbourhood,borough,room_type,nightly_price,review_scores_rating
505731321706417499,49042509,2021-11-28,Zyaire,"Stay was clean and felt homey, the hosts were really nice and we even had some friendly conversations overall great experience would definitely recommend for just a quick lil place to stay.","Dream Suite with Queen Bed, Large TV+Office+Gym!",Bedford-Stuyvesant,Brooklyn,Private room,$108.22,4.84
505738090891911453,48121515,2021-11-28,Amer,"Heater of my room was not working when I complain, she is rudely responding. I have text messages of her which she did. If I have to share with Airbnb I will do it.",Private bedroom~close to all~tons of parking!,Fresh Meadows,Queens,Private room,,4.18
505744077048093558,52209121,2021-11-28,Lorna,What a delight.<br/>A private  furnished apartment with parking centrally located in Queens.<br/>Luchiano and his wife were available for any issues .<br/>They beautifully balanced being available but not being intrusive.<br/>You may find yourself enjoying this wonderful space instead of running into NYC!<br/>And if you go into NYC Uber and the subway/ buses are easily accessible.<br/>I look forward to coming back soon!!!,"Free Parking, Renovated Apt near Mets & Mall",Kew Gardens Hills,Queens,Entire home/apt,$48.18,4.9
505786406418793602,39537097,2021-11-28,Sophie,Cute & clean studio 10 mins away from the subway. Very convenient and would stay again :),"Cozy Private studio in Astoria, 20 min to Manhatta",Ditmars Steinway,Queens,Entire home/apt,$96.97,4.88
506506764336619198,66974,2021-11-29,Phoebe,"This is a return trip to Jana's wonderful apartment. My parents stayed here once before. It's perfectly located in a terrific neighborhood. The apartment is beautiful, well-appointed, and comfortable. And Jana is a perfect host. Hope to be able to book again in the future! Thanks again, Jana!","Lovely, Modern, Garden Apartment",Gowanus,Brooklyn,Entire home/apt,$193.51,4.98
506534357061966072,38646409,2021-11-29,Stephan,"It is a nice place, but you share it with another party, who can rent the other bedroom. The window in the bathroom cannot be opened and there is no other ventilation. You have to consider that the Metro is 25min from there by bus. However, the bus station is directly next to the house.",Flushing/Elmhurst Masterbedroom,East Elmhurst,Queens,Private room,$60.66,4.77
507200553921661926,6586663,2021-11-30,Kailey,the place was super cute and chris made everything so easy!!! definitely hope to stay here again,Studio in the LES,Lower East Side,Manhattan,Entire home/apt,,4.65
507225754004687747,44049457,2021-11-30,Khoa,"Great place, super clean,  very modern. 2 minute walking to the subway. Host was more than accommodating. Will be back to NY and definitely will book this place next time",138 Bowery-Classic Queen Studio,Lower East Side,Manhattan,Entire home/apt,$342.40,4.79
507912231221759218,37879131,2021-12-01,Vidya,"Yvonne is an amazing host. She is quick to respond. Her place has everything you’ll ever need. The bed was so comfortable, we slept like babies. Overall it was a great experience!",Charming,Harlem,Manhattan,Private room,$301.00,4.95
510096357918934377,52905951,2021-12-04,Diddy,Very close to LaGuardia Airport and host on premises. Great for early checking.,Casa Luna,East Elmhurst,Queens,Private room,$215.73,4.69
510864561324638491,4956469,2021-12-05,Michael,"Emmanuel was a fantastic host, he provided just about everything, even helped me navigate public transport. He went above and beyond providing fruit platters. No hesitation recommending him for your stay!",Contemporary & Clean 1 bdrm Apartment(Lower Level),Bayside,Queens,Entire home/apt,$73.33,4.62
510807695064997573,216080,2021-12-05,Chris,Great private space in Fort Greene with a good selection of food options nearby. Multiple subway trains within 10 min walk. Both check-in / check-out were easy. Jane accommodated us for an early check-in which was greatly appreciated. Thank-you! A+++,Spacious & Sunny Safe Haven,Fort Greene,Brooklyn,Private room,,4.91
510804277707800432,385824,2021-12-05,Arianna,"It was ok, I suggest to Orit just to add a sign outside, because we come pritty late and was very hard to find the place. It was not clear.. The place was not very clean too. It was very and nicely hot, nice living room where you can hang and spend time. The kitchen was small. It was medium. Orit answered me late one time, but the rest she was nice and she helped us.",New York City- Riverdale Modern two bedrooms unit,Spuyten Duyvil,Bronx,Entire home/apt,$195.98,4.74
511623372807342222,48681298,2021-12-06,Mason,"My 3 night stay was an excellent experience.  This is a private room in a shared space but still provided access to a living room area and a clean and comfortable bedroom.  Auset was very kind and accommodating allowing for a stress free stay.<br/>I found the location of the property to be very convenient for traveling around NYC since the space is located a short walk from the M and L train lines, so getting to Manhattan and Brooklyn was very straight forward.<br/>Bathroom area was very clean and secure.<br/>Also, Ziki the dog was a splendid and lovable neighbor.<br/>I would definitely stay here again in a future trip.",Peaceful Private Room in Boho Chic Apt / Bushwick,Glendale,Queens,Private room,,5.0
511517432034129952,45547297,2021-12-06,Liyang,Overall had a great stay. Good location and clean unit. The layout wasn’t exactly the same as the picture (no single sofa and dressing mirror) and it would be nicer to have a desk and a chair in the living area.,433 West 53-Studio in a Brand New Building,Hell's Kitchen,Manhattan,Entire home/apt,$138.30,4.2
512248529272065107,47175997,2021-12-07,Haylee,"Loved staying at Ivana’s place for a long weekend! Ivana is an excellent and communicative host. Her place is super cute, freshly cleaned, a short walk to the A/C line, around the corner from great coffee shops and restaurants. Definitely recommend! <br/>FYI, It is the second level of a brownstone so noise carries really easily from both the first and third floors– Depending on how light of a sleeper you are, you may also experience sleep disruptions.",Guest Suite in a bright renovated Brownstone,Bedford-Stuyvesant,Brooklyn,Private room,$366.00,4.85
512978538616276074,48998267,2021-12-08,Angela Ya Wen,"The place was beautiful, clean and has everything you need. Everyone here was super friendly and nice. Communication with the host was great, they respond super fast.",WFH/Fully renovated in 2021/ Laundry & Essentials,Crown Heights,Brooklyn,Private room,$70.34,4.9
513006144946735597,48998616,2021-12-08,Kathy,"Quintessential NY apartment in the lovely West Village neighborhood-quaint, charming, and very clean and comfortable. Will definitely come back!",Historic Heart of the West Village,West Village,Manhattan,Private room,$276.57,4.96
513750953273565776,14882309,2021-12-09,Syed,"Sidney was a great host, met with my accommodations and was very friendly overall.",Sid's Victorian Peaceful Haven,Flatbush,Brooklyn,Private room,$80.38,4.67
513734044815367321,7657879,2021-12-09,Christian,Good clean place with very convenient location. Very close to the ACE line. Two bedrooms with a nice kitchen/bathroom make it a nice place to stay for an extended period of time,Beautiful GRDN Apt Chelsea Meatpacking,Chelsea,Manhattan,Entire home/apt,$436.42,4.93
514415819759037118,11091309,2021-12-10,Reena,"Very clean and beautiful, easy to work with","Spotless Clean Huge 2BR, Private-Parking, Subway",East New York,Brooklyn,Entire home/apt,$139.77,4.76
514410859269387460,37122162,2021-12-10,Nicholas,It’s small so you get what you paid for,Beautiful Standard Full Room at The Ridge,Lower East Side,Manhattan,Private room,$210.00,4.42
515181157420699693,52062263,2021-12-11,Jonathan,The location is increible.,Manhattan  Studio  Near  Empire State  BLDG,Chelsea,Manhattan,Entire home/apt,$343.00,4.78
515926492768867925,49949089,2021-12-12,Shauna,"Yang’s place is spectacular- but if you arrive later evening, do not plan on parking anywhere close to the apartment. The space itself is stylish, clean, with plenty of room for six. Was quiet for being in the heart of Queens.",3BR Astoria Apt with Study as 4th Bedroom,Astoria,Queens,Entire home/apt,$248.88,4.93
515905813446803347,23769218,2021-12-12,Lea,"Location is great and very secure, the pictures are accurate to what you’re getting.","Modern Apt Private bedroom, bath, and living room.",Flushing,Queens,Entire home/apt,,4.84
516662381225589127,37122162,2021-12-13,Inga,"Found stained bedding as soon as we arrived which made the whole trip start off on a bad foot. The lobby and the city view from the roof were both great but the room is quite outdated and frankly just not very clean. Overall, we would maybe stay here again if push came to shove but definitely would get a slightly bigger room.",Beautiful Standard Full Room at The Ridge,Lower East Side,Manhattan,Private room,$210.00,4.42
516681297387338921,20151455,2021-12-13,Veronica,Great experience. <br/>The place was just as pictured and described. <br/>The house is beautiful and the check in was easy. <br/>Would stay there again.,CHARMING ROOM,Ditmars Steinway,Queens,Private room,$54.67,4.82
516612601514571079,50373477,2021-12-13,Scott,"My girlfriend and I spent a bit over a week at the Airbnb. Our experience was exceptional! The unit itself was clean and well maintained, Kazuna was incredibly easy to communicate with and the location was great (many restaurants around and a 10 minute subway into Manhattan to 59/Lex from the R). I would definitely stay at his Airbnb again and recommend it to my friends.",Spacious 1BR - 8 minutes subway ride to Manhattan,Astoria,Queens,Entire home/apt,$185.10,4.94
516659123975852153,30423106,2021-12-13,Anthon,"Great and convenient place to stay, definitely will stay again",Lou's Palace & Retreat Unit1A-Near JFK,Rosedale,Queens,Private room,$119.00,4.93
518134461575500564,50447076,2021-12-15,Fabien,"Great location for a stay in NYC close to the Q and B line, Sedat is a great host, very kind and helpful, the room is very clean and the bed super comfy ,I had a great stay and I ll be back for sure on my next trip in the city, Highly recommended !",Amazing Private Room in The Heart of Brooklyn,Midwood,Brooklyn,Private room,$58.27,4.97
518107791325699852,37838821,2021-12-15,Paridhi,Near the JFK airport. Okay for 1 person to stay overnight. More like Harry Potter's closet room.,"JFK Tiny Room to sleep Room #4",Jamaica,Queens,Private room,$41.37,4.72
518821659686363424,53262764,2021-12-16,Jervontae,"Great place. close to LaGuardia and the train so it was pretty convenient for me. Also really liked the room cleanly, comfortable, and had good Wi-Fi; which I needed for schoolwork","Lga Citi Field WiFi TV, Office desk rm D",East Elmhurst,Queens,Private room,$64.73,4.42
